time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1976-12-24T06:46:41.900Z,28.24,142.749,33,4.7,mb,,,,,us,usp0000kx7,2014-11-06T23:21:38.877Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-12-24T01:50:17.200Z,63.417,-151.409,33,4.1,ml,,,,,us,usp0000kx3,2014-11-06T23:21:38.815Z,"Central Alaska",earthquake,,,,,reviewed,us,pmr
1976-12-23T22:44:36.000Z,16.04,-99.201,33,4.9,mb,,,,,us,usp0000kx2,2014-11-06T23:21:38.808Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,us,us
1976-12-23T15:59:45.600Z,-2.435,68.04,33,5.1,mb,,,,,us,usp0000kx0,2014-11-06T23:21:38.796Z,"Carlsberg Ridge",earthquake,,,,,reviewed,us,us
1976-12-23T12:40:24.700Z,41.628,-126.361,15,4.2,mb,,,,,us,usp0000kwy,2014-11-06T23:21:38.785Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
1976-12-23T10:42:21.700Z,41.75,-126.195,15,4.9,mb,,,,,us,usp0000kwx,2014-11-06T23:21:38.779Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
1976-12-23T09:53:56.800Z,41.706,-126.28,15,4.8,mb,,,,,us,usp0000kww,2014-11-06T23:21:38.771Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
1976-12-23T09:38:58.400Z,41.783,-125.953,15,5.5,ms,,,,,us,usp0000kwv,2018-06-04T20:43:45.000Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
1976-12-23T08:37:19.800Z,-24.871,179.361,573,4.4,mb,,,,,us,usp0000kwu,2014-11-06T23:21:38.770Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
1976-12-23T08:24:34.600Z,-54.924,0.997,33,5,mb,,,,,us,usp0000kwt,2014-11-06T23:21:38.766Z,"Bouvet Island region",earthquake,,,,,reviewed,us,us
1976-12-23T07:58:16.500Z,0.584,124.99,61,5.3,mb,,,,,us,usp0000kwr,2014-11-06T23:21:38.764Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-22T20:26:46.600Z,-10.545,161.576,66,5.1,mb,,,,,us,usp0000kwj,2014-11-06T23:21:38.759Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
1976-12-22T17:42:12.300Z,6.745,-73.023,163,5.1,mb,,,,,us,usp0000kwf,2014-11-06T23:21:38.757Z,"northern Colombia",earthquake,,,,,reviewed,us,us
1976-12-22T15:17:52.000Z,6.569,123.949,60,4.9,mb,,,,,us,usp0000kwe,2014-11-06T23:21:38.756Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-22T13:10:54.400Z,6.647,124,70,5.1,mb,,,,,us,usp0000kwc,2014-11-06T23:21:38.754Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-22T11:07:58.100Z,-15.321,-70.296,185,4.6,mb,,,,,us,usp0000kwb,2014-11-06T23:21:38.754Z,"southern Peru",earthquake,,,,,reviewed,us,us
1976-12-22T09:16:47.400Z,-57.897,-25.514,33,5.1,mb,,,,,us,usp0000kwa,2014-11-06T23:21:38.753Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
1976-12-22T07:28:29.000Z,28.141,130.84,33,4.9,mb,,,,,us,usp0000kw9,2014-11-06T23:21:38.752Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
1976-12-22T02:25:51.300Z,28.172,130.699,34,4.9,mb,,,,,us,usp0000kw8,2014-11-06T23:21:38.751Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
1976-12-22T02:14:00.400Z,-4.785,139.82,33,5,ms,,,,,us,usp0000kw7,2014-11-06T23:21:38.750Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-22T01:01:41.000Z,23.297,143.721,49,5.8,mb,,,,,us,usp0000kw5,2015-05-13T18:53:13.000Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-12-21T22:16:29.600Z,28.463,143.313,33,5.3,mb,,,,,us,usp0000kw2,2014-11-06T23:21:38.747Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-12-21T19:51:21.300Z,-18.769,169.52,245,5.3,mb,,,,,us,usp0000kw1,2014-11-06T23:21:38.746Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1976-12-21T19:32:38.700Z,-49.55,125.944,33,5,mb,,,,,us,usp0000kw0,2014-11-06T23:21:38.745Z,"western Indian-Antarctic Ridge",earthquake,,,,,reviewed,us,us
1976-12-21T19:04:31.300Z,41.577,-126.743,15,4.7,mb,,,,,us,usp0000kvy,2014-11-06T23:21:38.743Z,"off the coast of Northern California",earthquake,,,,,reviewed,us,us
1976-12-21T18:37:12.900Z,27.294,101.13,33,4.9,mb,,,,,us,usp0000kvx,2014-11-06T23:21:38.742Z,"western Sichuan, China",earthquake,,,,,reviewed,us,us
1976-12-21T15:09:00.200Z,37.124,-116.067,0,4.2,ml,,,,,us,usp0000kvw,2015-06-16T17:21:26.623Z,"Nevada",nuclear explosion,,,,,reviewed,a,brk
1976-12-21T15:06:55.200Z,37.067,141.125,61,4.8,mb,,,,,us,usp0000kvv,2014-11-06T23:21:38.740Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
1976-12-21T11:35:03.300Z,-18.108,-178.452,609,4,mb,,,,,us,usp0000kvt,2014-11-06T23:21:38.738Z,"Fiji region",earthquake,,,,,reviewed,us,us
1976-12-21T05:55:38.000Z,-22.256,-175.971,127,5,mb,,,,,us,usp0000kvq,2014-11-06T23:21:38.736Z,"Tonga region",earthquake,,,,,reviewed,us,us
1976-12-21T04:32:31.000Z,8.707,-61.758,55,4.8,mb,,,,,us,usp0000kvp,2014-11-06T23:21:38.735Z,"Delta Amacuro, Venezuela",earthquake,,,,,reviewed,us,us
1976-12-21T04:17:14.300Z,8.973,126.477,70,5.2,mb,,,,,us,usp0000kvn,2014-11-06T23:21:38.734Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-21T03:58:12.200Z,28.115,130.746,33,4.6,mb,,,,,us,usp0000kvm,2014-11-06T23:21:38.734Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
1976-12-21T03:03:10.200Z,-22.674,-66.215,266,4.6,mb,,,,,us,usp0000kvk,2014-11-06T23:21:38.733Z,"Jujuy, Argentina",earthquake,,,,,reviewed,us,us
1976-12-20T23:56:54.600Z,0.528,126.074,33,5.5,mb,,,,,us,usp0000kvh,2015-05-13T18:53:13.000Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1976-12-20T21:21:32.500Z,48.921,-128.565,10,4.9,mb,,,,,us,usp0000kvc,2014-11-06T23:21:38.727Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-12-20T21:12:48.800Z,49.159,-129.019,10,5.1,mb,,,,,us,usp0000kvb,2014-11-06T23:21:38.726Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-12-20T21:06:39.100Z,48.901,-128.716,10,5.1,mb,,,,,us,usp0000kva,2014-11-06T23:21:38.725Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-12-20T20:33:07.800Z,48.802,-129.292,10,6.7,ms,,,,,us,usp0000kv9,2016-11-10T00:55:33.616Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-12-20T20:21:14.200Z,-22.696,171.523,48,4.6,mb,,,,,us,usp0000kv8,2014-11-06T23:21:38.724Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,us
1976-12-20T19:45:52.300Z,51.813,179.09,101,4.8,mb,,,,,us,usp0000kv7,2014-11-06T23:21:38.723Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1976-12-20T18:57:24.300Z,-17.875,-178.627,609,4.8,mb,,,,,us,usp0000kv6,2014-11-06T23:21:38.722Z,"Fiji region",earthquake,,,,,reviewed,us,us
1976-12-20T18:30:09.900Z,51.198,158.032,33,5.1,mb,,,,,us,usp0000kv5,2014-11-06T23:21:38.721Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,us
1976-12-20T17:21:50.500Z,-2.711,141.201,35,5.3,mb,,,,,us,usp0000kv3,2014-11-06T23:21:38.719Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,us
1976-12-20T17:12:41.000Z,49.078,-128.961,10,5.1,mb,,,,,us,usp0000kv1,2014-11-06T23:21:38.718Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-12-20T16:56:41.000Z,-6.844,-76.937,60,5,mb,,,,,us,usp0000kuz,2014-11-06T23:21:38.716Z,"northern Peru",earthquake,,,,,reviewed,us,us
1976-12-20T15:22:24.600Z,41.907,142.17,73,4.4,mb,,,,,us,usp0000kuy,2014-11-06T23:21:38.715Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1976-12-20T13:51:07.600Z,4.683,94.779,103,4.7,mb,,,,,us,usp0000kux,2014-11-06T23:21:38.714Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,us
1976-12-20T10:18:56.800Z,9.27,-83.932,66,5.5,mb,,,,,us,usp0000kuu,2020-08-26T01:18:04.716Z,"Costa Rica",earthquake,,,,,reviewed,us,us
1976-12-20T10:04:19.900Z,-17.409,167.834,33,5.1,mb,,,,,us,usp0000kut,2014-11-06T23:21:38.710Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1976-12-20T08:37:33.200Z,-20.8,-68.838,111,4.6,mb,,,,,us,usp0000kus,2014-11-06T23:21:38.673Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,us
1976-12-20T06:35:30.900Z,-40.402,-91.657,33,5.1,mb,,,,,us,usp0000kuq,2014-11-06T23:21:38.672Z,"West Chile Rise",earthquake,,,,,reviewed,us,us
1976-12-20T05:16:28.900Z,-18.047,-178.134,556,4.7,mb,,,,,us,usp0000kup,2014-11-06T23:21:38.670Z,"Fiji region",earthquake,,,,,reviewed,us,us
1976-12-20T04:45:55.900Z,49.086,-128.715,10,4.2,mb,,,,,us,usp0000kun,2014-11-06T23:21:38.670Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,us
1976-12-20T01:34:16.700Z,44.842,-110.827,5,4.4,mb,,,,,us,usp0000kuk,2014-11-06T23:21:38.668Z,"Yellowstone National Park, Wyoming",earthquake,,,,,reviewed,us,us
1976-12-19T23:56:55.300Z,0.596,126.027,33,5.6,mb,,,,,us,usp0000kuh,2014-11-06T23:21:38.667Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1976-12-19T21:27:42.100Z,19.647,145.56,71,4.5,mb,,,,,us,usp0000kug,2014-11-06T23:21:38.666Z,"Maug Islands region, Northern Mariana Islands",earthquake,,,,,reviewed,us,us
1976-12-19T21:21:56.200Z,33.212,14.254,33,4.3,mb,,,,,us,usp0000kuf,2014-11-06T23:21:38.666Z,"central Mediterranean Sea",earthquake,,,,,reviewed,us,us
1976-12-19T21:18:42.200Z,-20.708,-69.403,225,4.1,mb,,,,,us,usp0000kue,2014-11-06T23:21:38.665Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,us
1976-12-19T19:14:35.100Z,39.004,70.556,2,4.7,mb,,,,,us,usp0000kud,2014-11-06T23:21:38.665Z,"Tajikistan",earthquake,,,,,reviewed,us,us
1976-12-19T19:00:59.500Z,42.752,-125.603,15,5.4,mb,,,,,us,usp0000kuc,2014-11-06T23:21:38.664Z,"offshore Oregon",earthquake,,,,,reviewed,us,us
1976-12-19T17:10:15.600Z,44.772,-110.8,5,4.9,mb,,,,,us,usp0000kub,2018-06-04T20:43:45.000Z,"Yellowstone National Park, Wyoming",earthquake,,,,,reviewed,g,us
1976-12-19T14:37:52.800Z,46.577,151.569,91,5.3,mb,,,,,us,usp0000kua,2014-11-06T23:21:38.663Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1976-12-19T12:18:31.000Z,-31.576,-71.937,46,4.9,mb,,,,,us,usp0000ku9,2014-11-06T23:21:38.662Z,"offshore Coquimbo, Chile",earthquake,,,,,reviewed,us,us
