time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1975-12-31T23:56:28.500Z,18.691,145.062,580,5,mb,,,,,us,usp0000e7c,2014-11-06T23:21:33.314Z,"Pagan region, Northern Mariana Islands",earthquake,,,,,reviewed,us,us
1975-12-31T22:54:47.100Z,38.281,21.807,44,4.4,mb,,,,,us,usp0000e7b,2014-11-06T23:21:33.313Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T17:32:50.700Z,-7.353,128.825,113,4.6,mb,,,,,us,usp0000e72,2014-11-06T23:21:33.302Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,,reviewed,us,us
1975-12-31T15:14:41.800Z,38.535,22.006,33,4.1,mb,,,,,us,usp0000e6t,2014-11-06T23:21:33.247Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T14:53:41.600Z,38.424,21.619,39,4.5,mb,,,,,us,usp0000e6s,2014-11-06T23:21:33.241Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T14:12:35.900Z,41.562,142.017,71,5.4,mb,,,,,us,usp0000e6r,2014-11-06T23:21:33.236Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1975-12-31T14:04:44.300Z,14.499,93.74,73,4.4,mb,,,,,us,usp0000e6q,2014-11-06T23:21:33.218Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
1975-12-31T13:51:20.200Z,38.523,21.664,24,4.7,mb,,,,,us,usp0000e6n,2014-11-06T23:21:33.208Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T13:02:07.500Z,38.489,21.598,25,4,mb,,,,,us,usp0000e6m,2014-11-06T23:21:33.169Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T11:31:28.700Z,38.481,21.777,42,4,mb,,,,,us,usp0000e6g,2014-11-06T23:21:33.165Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T09:45:47.700Z,38.628,21.798,19,5.5,ms,,,,,us,usp0000e68,2020-07-07T23:09:20.088Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T08:43:55.500Z,66.174,-16.631,33,4.3,mb,,,,,us,usp0000e66,2014-11-06T23:21:33.158Z,"Iceland region",earthquake,,,,,reviewed,us,us
1975-12-31T07:09:06.400Z,-8.163,125.262,45,5.1,mb,,,,,us,usp0000e65,2014-11-06T23:21:33.158Z,"East Timor region",earthquake,,,,,reviewed,us,us
1975-12-31T06:34:07.400Z,38.57,21.974,54,4.2,mb,,,,,us,usp0000e62,2014-11-06T23:21:33.156Z,"Greece",earthquake,,,,,reviewed,us,us
1975-12-31T01:09:00.600Z,16.158,121.906,52,4.6,mb,,,,,us,usp0000e61,2014-11-06T23:21:33.156Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1975-12-30T16:36:42.700Z,36.105,71.195,95,4.5,mb,,,,,us,usp0000e5z,2014-11-06T23:21:33.155Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1975-12-30T16:00:18.000Z,38.389,40.28,15,4.6,mb,,,,,us,usp0000e5y,2014-11-06T23:21:33.154Z,"eastern Turkey",earthquake,,,,,reviewed,us,us
1975-12-30T15:05:27.900Z,66.231,-16.5,10,4.5,mb,,,,,us,usp0000e5w,2014-11-06T23:21:33.152Z,"Iceland region",earthquake,,,,,reviewed,us,us
1975-12-30T14:36:03.700Z,38.51,40.474,6,4.6,mb,,,,,us,usp0000e5v,2020-08-26T00:44:35.230Z,"eastern Turkey",earthquake,,,,,reviewed,us,us
1975-12-30T08:57:24.100Z,18.136,96.431,33,5.2,ms,,,,,us,usp0000e5u,2014-11-06T23:21:33.151Z,"Myanmar",earthquake,,,,,reviewed,us,us
1975-12-30T07:35:07.800Z,-8.113,125.353,69,5.2,mb,,,,,us,usp0000e5t,2015-05-13T18:53:11.000Z,"East Timor region",earthquake,,,,,reviewed,us,us
1975-12-30T06:57:46.700Z,36.369,70.892,220,4.8,mb,,,,,us,usp0000e5s,2014-11-06T23:21:33.150Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1975-12-30T06:42:41.500Z,12.068,125.732,109,4.8,mb,,,,,us,usp0000e5r,2014-11-06T23:21:33.150Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1975-12-30T05:03:17.600Z,-15.476,-172.269,33,4.5,mb,,,,,us,usp0000e5q,2014-11-06T23:21:33.149Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1975-12-30T04:11:23.100Z,41.962,133.657,451,4.6,mb,,,,,us,usp0000e5p,2014-11-06T23:21:33.148Z,"Sea of Japan",earthquake,,,,,reviewed,us,us
1975-12-30T04:03:17.900Z,-8.135,125.373,55,4.5,mb,,,,,us,usp0000e5n,2014-11-06T23:21:33.148Z,"East Timor region",earthquake,,,,,reviewed,us,us
1975-12-30T02:29:40.900Z,-15.681,-172.541,69,5.2,mb,,,,,us,usp0000e5m,2014-11-06T23:21:33.147Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1975-12-30T01:09:35.400Z,26.84,55.511,29,4.8,mb,,,,,us,usp0000e5j,2014-11-06T23:21:33.146Z,"southern Iran",earthquake,,,,,reviewed,us,us
