time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1973-12-31T20:33:12.900Z,-15.481,166.775,37,4.5,mb,,,,,us,usp00004ru,2014-11-06T23:21:22.126Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-31T20:06:24.800Z,-21.512,-67.052,116,4.4,mb,,,,,us,usp00004rt,2014-11-06T23:21:22.125Z,"Potosi, Bolivia",earthquake,,,,,reviewed,us,us
1973-12-31T19:58:12.800Z,-17.635,-178.771,573,5.1,mb,,,,,us,usp00004rs,2014-11-06T23:21:22.124Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-12-31T16:46:37.800Z,-14.263,166.768,35,4.4,mb,,,,,us,usp00004rr,2014-11-06T23:21:22.123Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-31T15:09:32.200Z,-20.018,169.498,101,4.6,mb,,,,,us,usp00004rq,2014-11-06T23:21:22.122Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-31T11:09:26.800Z,-13.471,175.219,33,5.1,mb,,,,,us,usp00004rm,2014-11-06T23:21:22.119Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-12-31T11:00:53.800Z,38.369,116.391,33,5,mb,,,,,us,usp00004rk,2014-11-06T23:21:22.118Z,"Hebei, China",earthquake,,,,,reviewed,us,us
1973-12-31T10:47:11.300Z,-58.663,-25.297,38,5.3,mb,,,,,us,usp00004rj,2014-11-06T23:21:22.116Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
1973-12-31T08:38:17.000Z,1.013,122.56,33,5.4,mb,,,,,us,usp00004rh,2014-11-06T23:21:22.115Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1973-12-31T06:03:24.000Z,-14.121,166.41,15,4.7,mb,,,,,us,usp00004rg,2014-11-06T23:21:22.114Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-31T03:41:40.000Z,-15.075,-172.65,33,5,mb,,,,,us,usp00004rf,2014-11-06T23:21:22.112Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
1973-12-31T03:35:10.700Z,-5.017,130.121,21,4.7,mb,,,,,us,usp00004re,2014-11-06T23:21:22.111Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1973-12-31T03:00:12.000Z,-28.919,-178.503,220,5.7,mb,,,,,us,usp00004rd,2015-05-13T18:53:08.000Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1973-12-31T02:42:44.100Z,-30.009,-177.456,43,4.9,mb,,,,,us,usp00004rc,2014-11-06T23:21:22.108Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1973-12-31T01:41:21.800Z,30.942,141.815,33,4.7,mb,,,,,us,usp00004rb,2014-11-06T23:21:22.107Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1973-12-31T00:26:47.500Z,-14.667,166.777,34,4.9,mb,,,,,us,usp00004ra,2014-11-06T23:21:22.106Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T18:19:32.800Z,29.47,129.399,107,4.2,mb,,,,,us,usp00004r9,2014-11-06T23:21:22.105Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
1973-12-30T18:04:37.000Z,-15.142,166.511,33,4.6,mb,,,,,us,usp00004r8,2014-11-06T23:21:22.104Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T17:43:47.800Z,-15.053,166.54,33,5.4,mb,,,,,us,usp00004r7,2014-11-06T23:21:22.103Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T17:39:14.000Z,-15.08,166.73,33,4.9,mb,,,,,us,usp00004r6,2014-11-06T23:21:22.102Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T17:23:30.000Z,-15.397,166.458,33,5,mb,,,,,us,usp00004r5,2014-11-06T23:21:22.101Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T16:39:29.700Z,-15.506,166.639,10,6.6,ms,,,,,us,usp00004r4,2020-04-17T22:10:26.845Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T16:21:29.300Z,-15.317,-173.084,33,6.2,ms,,,,,us,usp00004r3,2015-05-13T18:53:08.000Z,"Tonga",earthquake,,,,,reviewed,us,us
1973-12-30T13:34:33.200Z,-14.857,166.926,33,4.4,mb,,,,,us,usp00004r2,2014-11-06T23:21:22.098Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T12:09:23.300Z,30.995,141.812,33,4.4,mb,,,,,us,usp00004r1,2014-11-06T23:21:22.097Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1973-12-30T11:53:12.900Z,30.984,141.809,33,5,mb,,,,,us,usp00004r0,2014-11-06T23:21:22.096Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1973-12-30T11:37:00.300Z,-14.436,166.508,33,4.8,mb,,,,,us,usp00004qz,2014-11-06T23:21:22.095Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T11:11:41.000Z,-17.889,-178.601,570,4.8,mb,,,,,us,usp00004qy,2014-11-06T23:21:22.094Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-12-30T10:23:24.200Z,10.016,126.608,42,5.2,mb,,,,,us,usp00004qx,2014-11-06T23:21:22.093Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1973-12-30T09:00:39.700Z,-24.066,179.927,569,4,mb,,,,,us,usp00004qw,2014-11-06T23:21:22.089Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
1973-12-30T07:07:07.900Z,-14.471,166.822,37,4.8,mb,,,,,us,usp00004qv,2014-11-06T23:21:22.088Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T06:45:19.700Z,-14.249,166.603,33,4.8,mb,,,,,us,usp00004qu,2014-11-06T23:21:22.087Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T06:42:21.200Z,-15.299,166.461,33,5.1,mb,,,,,us,usp00004qt,2014-11-06T23:21:22.086Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-30T06:30:42.000Z,43.404,12.326,33,4.1,mb,,,,,us,usp00004qs,2014-11-06T23:21:22.085Z,"central Italy",earthquake,,,,,reviewed,us,us
1973-12-30T02:15:54.300Z,18.724,147.298,55,4.6,mb,,,,,us,usp00004qr,2014-11-06T23:21:22.084Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
1973-12-29T23:43:51.400Z,-16.816,-69.79,189,4.2,mb,,,,,us,usp00004qq,2014-11-06T23:21:22.082Z,"Peru-Bolivia border region",earthquake,,,,,reviewed,us,us
1973-12-29T22:06:01.900Z,6.826,-72.846,164,4.8,mb,,,,,us,usp00004qn,2014-11-06T23:21:22.068Z,"northern Colombia",earthquake,,,,,reviewed,us,us
1973-12-29T19:13:49.800Z,-14.197,166.548,37,5,mb,,,,,us,usp00004qm,2014-11-06T23:21:22.067Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-12-29T17:53:42.400Z,-45.151,95.682,33,5.3,mb,,,,,us,usp00004qk,2014-11-06T23:21:22.065Z,"southeast Indian Ridge",earthquake,,,,,reviewed,us,us
1973-12-29T16:05:30.500Z,12.46,125.266,33,4.5,mb,,,,,us,usp00004qj,2014-11-06T23:21:22.064Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-12-29T15:41:15.100Z,-8.937,117.284,33,4.8,mb,,,,,us,usp00004qh,2014-11-06T23:21:22.063Z,"Sumbawa region, Indonesia",earthquake,,,,,reviewed,us,us
1973-12-29T12:11:58.500Z,-14.18,166.402,33,4.7,mb,,,,,us,usp00004qe,2014-11-06T23:21:22.060Z,"Vanuatu",earthquake,,,,,reviewed,us,us
