time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1988-12-31T21:46:44.440Z,-32.536,-71.915,31,5.3,mb,,,,1.3,us,usp0003qcs,2014-11-07T00:43:19.907Z,"offshore Valparaiso, Chile",earthquake,,5.5,,8,reviewed,us,us
1988-12-31T20:58:31.090Z,5.074,-75.78,118.4,4.8,mb,,,,1,us,usp0003qcr,2014-11-07T00:43:19.896Z,"Colombia",earthquake,,3.5,,45,reviewed,us,us
1988-12-31T20:54:24.010Z,-51.206,139.415,10,5.4,mw,,,,1.2,us,usp0003qcq,2016-11-10T00:20:13.878Z,"western Indian-Antarctic Ridge",earthquake,,,,,reviewed,us,hrv
1988-12-31T20:40:28.770Z,-32.525,-71.865,36,5,mb,,,,1.1,us,usp0003qcn,2014-11-07T00:43:19.883Z,"offshore Valparaiso, Chile",earthquake,,12.4,,4,reviewed,us,us
1988-12-31T20:26:14.140Z,37.343,72.078,164,4.3,mb,,,,0.8,us,usp0003qcm,2014-11-07T00:43:19.881Z,"Tajikistan",earthquake,,16.5,,6,reviewed,us,us
1988-12-31T20:26:06.990Z,-32.475,-71.726,40.6,5.1,mb,,,,1.1,us,usp0003qck,2014-11-07T00:43:19.875Z,"offshore Valparaiso, Chile",earthquake,,,,10,reviewed,us,us
1988-12-31T19:57:16.930Z,46.801,153.809,33,4.8,mb,,,,0.9,us,usp0003qcj,2014-11-07T00:43:19.871Z,"Kuril Islands",earthquake,,,,20,reviewed,us,us
1988-12-31T19:22:43.250Z,51.402,-176.963,33,4.6,mb,,,,1.1,us,usp0003qch,2014-11-07T00:43:19.869Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,1,reviewed,us,us
1988-12-31T15:12:20.410Z,-21.324,-68.675,124.8,5,mb,,,,1.5,us,usp0003qcd,2014-11-07T00:43:19.858Z,"Antofagasta, Chile",earthquake,,,,8,reviewed,us,us
1988-12-31T12:49:59.800Z,-26.829,26.709,5,5,mb,,,,1.1,us,usp0003qca,2020-08-28T22:27:33.343Z,"South Africa",earthquake,,,,2,reviewed,us,us
1988-12-31T11:17:20.730Z,-7.362,128.511,136.4,5.1,mb,,,,0.9,us,usp0003qc8,2014-11-07T00:43:19.838Z,"Kepulauan Barat Daya, Indonesia",earthquake,,4.3,,15,reviewed,us,us
1988-12-31T07:15:49.290Z,-17.698,-178.503,508.8,5.3,mw,,,,0.9,us,usp0003qc5,2016-11-10T00:20:13.372Z,"Fiji region",earthquake,,8.3,,,reviewed,us,hrv
1988-12-31T05:32:58.380Z,-10.337,161.553,87.5,5.2,mw,,,,0.9,us,usp0003qc3,2016-11-10T00:20:12.881Z,"Solomon Islands",earthquake,,8.6,,,reviewed,us,hrv
1988-12-31T04:52:04.970Z,-2.572,126.272,33,4.7,mb,,,,0.8,us,usp0003qc1,2014-11-07T00:43:19.810Z,"Ceram Sea, Indonesia",earthquake,,,,4,reviewed,us,us
